10100,0,0
10101,24,0
10150,48,0
10151,72,0
10152,96,0
10153,120,0
10154,144,0
10155,168,0
10156,192,0
10157,216,0
10158,240,0
10200,264,0
10201,288,0
10202,312,0
10203,336,0
10204,360,0
10205,384,0
10206,408,0
10207,432,0
10208,456,0
10209,480,0
10210,504,0
10211,528,0
10212,552,0
10213,576,0
10214,600,0
10215,624,0
10216,648,0
10217,672,0
10218,696,0
10250,720,0
10251,744,0
10252,768,0
10253,792,0
10254,816,0
10255,840,0
10256,864,0
10257,888,0
10258,912,0
10259,936,0
10260,960,0
10261,984,0
10262,1008,0
10263,1032,0
10264,1056,0
10265,0,32
10300,24,32
10301,48,32
10302,72,32
10303,96,32
10304,120,32
10305,144,32
10306,168,32
10307,192,32
10350,216,32
10351,240,32
10352,264,32
10353,288,32
10354,312,32
10355,336,32
10356,360,32
10357,384,32
10358,408,32
10359,432,32
10360,456,32
10361,480,32
10362,504,32
10363,528,32
10364,552,32
10365,576,32
10400,600,32
10401,624,32
10402,648,32
10403,672,32
10404,696,32
10405,720,32
10406,744,32
10407,768,32
10408,792,32
10409,816,32
10410,840,32
10411,864,32
10412,888,32
10413,912,32
10450,936,32
10451,960,32
10452,984,32
10453,1008,32
10454,1032,32
10455,1056,32
10456,0,64
10457,24,64
10458,48,64
10459,72,64
10460,96,64
10461,120,64
10462,144,64
10463,168,64
10464,192,64
10465,216,64
10466,240,64
10467,264,64
10468,288,64
10500,312,64
10501,336,64
10502,360,64
10503,384,64
10504,408,64
10505,432,64
10506,456,64
10507,480,64
10508,504,64
10509,528,64
10510,552,64
10511,576,64
10512,600,64
10513,624,64
10514,648,64
10515,672,64
10525,696,64
10526,720,64
10527,744,64
10528,768,64
10529,792,64
10530,816,64
10600,840,64
10601,864,64
10602,888,64
10603,912,64
10604,936,64
10605,960,64
10606,984,64
10607,1008,64
10608,1032,64
10609,1056,64
10610,0,96
10611,24,96
10612,48,96
11000,72,96
11001,96,96
11002,120,96
11003,144,96
11004,168,96
11005,192,96
11006,216,96
11007,240,96
11008,264,96
11009,288,96
11010,312,96
11011,336,96
11012,360,96
11013,384,96
11050,408,96
11051,432,96
11052,456,96
11053,480,96
11054,504,96
11055,528,96
11056,552,96
11057,576,96
11058,600,96
11100,624,96
11101,648,96
11102,672,96
11103,696,96
11104,720,96
11105,744,96
11106,768,96
11500,792,96
11501,816,96
11550,840,96
11551,864,96
11552,888,96
11553,912,96
11554,936,96
11600,960,96
11601,984,96
11650,1008,96
11651,1032,96
11652,1056,96
11653,0,128
11700,24,128
11701,48,128
11702,72,128
11703,96,128
11750,120,128
11751,144,128
11752,168,128
11800,192,128
11801,216,128
11802,240,128
11850,264,128
11851,288,128
11852,312,128
12500,336,128
12501,360,128
12502,384,128
12503,408,128
12504,432,128
12505,456,128
12506,480,128
12507,504,128
12508,528,128
12509,552,128
12510,576,128
12525,600,128
12526,624,128
12550,648,128
12551,672,128
12552,696,128
12553,720,128
12554,744,128
12555,768,128
12575,792,128
12576,816,128
12577,840,128
12578,864,128
12579,888,128
12580,912,128
12600,936,128
12601,960,128
12602,984,128
12603,1008,128
12604,1032,128
12605,1056,128
12606,0,160
12607,24,160
12608,48,160
12609,72,160
12610,96,160
12611,120,160
12625,144,160
12626,168,160
12627,192,160
12628,216,160
12629,240,160
12630,264,160
12650,288,160
12651,312,160
12652,336,160
12653,360,160
12654,384,160
12655,408,160
12656,432,160
12675,456,160
12676,480,160
12677,504,160
12678,528,160
12679,552,160
12680,576,160
12700,600,160
12701,624,160
12702,648,160
12710,672,160
12711,696,160
12712,720,160
12800,744,160
12801,768,160
12802,792,160
12803,816,160
12804,840,160
12805,864,160
12806,888,160
12807,912,160
12825,936,160
12826,960,160
12827,984,160
12828,1008,160
12835,1032,160
12836,1056,160
12837,0,192
12900,24,192
12901,48,192
12902,72,192
12903,96,192
12904,120,192
12905,144,192
12906,168,192
12907,192,192
12908,216,192
12909,240,192
12910,264,192
13000,288,192
13001,312,192
