0,2,2
10101,30,2
10151,58,2
10152,86,2
10153,114,2
10155,142,2
10156,170,2
10157,198,2
10158,226,2
10201,254,2
10202,282,2
10203,310,2
10204,338,2
10206,366,2
10207,394,2
10208,422,2
10209,450,2
10211,478,2
10212,506,2
10213,534,2
10214,562,2
10215,590,2
10216,618,2
10217,646,2
10218,674,2
10252,702,2
10253,730,2
10254,758,2
10255,786,2
10256,814,2
10257,842,2
10258,870,2
10259,898,2
10260,926,2
10261,954,2
10262,982,2
10263,1010,2
10264,1038,2
10265,1066,2
10301,1094,2
10302,1122,2
10303,1150,2
10304,1178,2
10305,2,38
10306,30,38
10307,58,38
10351,86,38
10352,114,38
10354,142,38
10356,170,38
10357,198,38
10358,226,38
10360,254,38
10361,282,38
10362,310,38
10363,338,38
10365,366,38
10401,394,38
10402,422,38
10403,450,38
10404,478,38
10405,506,38
10406,534,38
10407,562,38
10408,590,38
10409,618,38
10410,646,38
10411,674,38
10413,702,38
10451,730,38
10452,758,38
10454,786,38
10456,814,38
10457,842,38
10458,870,38
10459,898,38
10460,926,38
10461,954,38
10463,982,38
10464,1010,38
10465,1038,38
10466,1066,38
10467,1094,38
10468,1122,38
10501,1150,38
10502,1178,38
10503,2,74
10504,30,74
10505,58,74
10506,86,74
10507,114,74
10508,142,74
10509,170,74
10510,198,74
10511,226,74
10514,254,74
10515,282,74
10526,310,74
10601,338,74
10602,366,74
10605,394,74
10606,422,74
10607,450,74
10608,478,74
10609,506,74
10612,534,74
11001,562,74
11002,590,74
11003,618,74
11004,646,74
11005,674,74
11006,702,74
11007,730,74
11008,758,74
11009,786,74
11010,814,74
11011,842,74
11013,870,74
11051,898,74
11052,926,74
11053,954,74
11054,982,74
11055,1010,74
11056,1038,74
11057,1066,74
11058,1094,74
11101,1122,74
11102,1150,74
11103,1178,74
11104,2,110
11105,30,110
11106,58,110
11107,86,110
11108,114,110
11109,142,110
11110,170,110
11111,198,110
11112,226,110
11113,254,110
11114,282,110
11501,310,110
11551,338,110
11552,366,110
11553,394,110
11554,422,110
11601,450,110
11651,478,110
11652,506,110
11653,534,110
11701,562,110
11702,590,110
11703,618,110
11752,646,110
11801,674,110
11802,702,110
11851,730,110
11852,758,110
12501,786,110
12502,814,110
12504,842,110
12505,870,110
12506,898,110
12507,926,110
12508,954,110
12509,982,110
12510,1010,110
12511,1038,110
12512,1066,110
12513,1094,110
12514,1122,110
12526,1150,110
12527,1178,110
12528,2,146
12529,30,146
12530,58,146
12531,86,146
12551,114,146
12552,142,146
12553,170,146
12554,198,146
12555,226,146
12556,254,146
12576,282,146
12577,310,146
12578,338,146
12579,366,146
12580,394,146
12581,422,146
12582,450,146
12583,478,146
12601,506,146
12602,534,146
12603,562,146
12604,590,146
12605,618,146
12606,646,146
12607,674,146
12608,702,146
12609,730,146
12610,758,146
12611,786,146
12612,814,146
12613,842,146
12614,870,146
12615,898,146
12616,926,146
12617,954,146
12618,982,146
12626,1010,146
12627,1038,146
12629,1066,146
12630,1094,146
12631,1122,146
12632,1150,146
12651,1178,146
12652,2,182
12653,30,182
12654,58,182
12655,86,182
12656,114,182
12657,142,182
12658,170,182
12679,198,182
12680,226,182
12681,254,182
12682,282,182
12683,310,182
12684,338,182
12685,366,182
12701,394,182
12702,422,182
12711,450,182
12712,478,182
12801,506,182
12802,534,182
12803,562,182
12804,590,182
12805,618,182
12806,646,182
12807,674,182
12808,702,182
12809,730,182
12810,758,182
12811,786,182
12826,814,182
12827,842,182
12828,870,182
12836,898,182
12837,926,182
12901,954,182
12902,982,182
12903,1010,182
12904,1038,182
12906,1066,182
12907,1094,182
12908,1122,182
12909,1150,182
12910,1178,182
12911,2,218
13001,30,218
13002,58,218
13003,86,218
13004,114,218
13005,142,218
13006,170,218
13007,198,218
13008,226,218
13009,254,218
13010,282,218
13011,310,218
13012,338,218
13013,366,218
13014,394,218
13017,422,218
13018,450,218
13101,478,218
13102,506,218
13103,534,218
13104,562,218
13105,590,218
13106,618,218
13107,646,218
13108,674,218
13109,702,218
13110,730,218
13111,758,218
13112,786,218
13113,814,218
13114,842,218
13115,870,218
13116,898,218
13117,926,218
13118,954,218
13201,982,218
13202,1010,218
13203,1038,218
13204,1066,218
13205,1094,218
13206,1122,218
13207,1150,218
13208,1178,218
13209,2,254
13210,30,254
13211,58,254
13212,86,254
13213,114,254
13214,142,254
13215,170,254
13216,198,254
13217,226,254
13218,254,254
13219,282,254
13220,310,254
13221,338,254
13222,366,254
13223,394,254
13224,422,254
13225,450,254
13226,478,254
13227,506,254
13228,534,254
13229,562,254
13230,590,254
13231,618,254
13232,646,254
13233,674,254
13234,702,254
13235,730,254
13236,758,254
13237,786,254
13238,814,254
13239,842,254
13240,870,254
13241,898,254
13242,926,254
13301,954,254
13302,982,254
13303,1010,254
13304,1038,254
13305,1066,254
13306,1094,254
13307,1122,254
13308,1150,254
13309,1178,254
13310,2,290
13401,30,290
13402,58,290
13403,86,290
13404,114,290
13405,142,290
13406,170,290
13901,198,290
13902,226,290
13903,254,290
13904,282,290
13905,310,290
13906,338,290
13907,366,290
13908,394,290
13909,422,290
13910,450,290
13911,478,290
13912,506,290
13913,534,290
13914,562,290
13915,590,290
13916,618,290
13917,646,290
13918,674,290
13919,702,290
14026,730,290
14027,758,290
14028,786,290
14029,814,290
14030,842,290
14031,870,290
14032,898,290
14033,926,290
14034,954,290
14035,982,290
14808,1010,290
14811,1038,290
14815,1066,290
14816,1094,290
14817,1122,290
14818,1150,290
14819,1178,290
14820,2,326
14821,30,326
14822,58,326
14823,86,326
14824,114,326
14825,142,326
14826,170,326
14827,198,326
14829,226,326
14830,254,326
14831,282,326
14832,310,326
14833,338,326
14834,366,326
14835,394,326
14836,422,326
14837,450,326
14838,478,326
14839,506,326
15001,534,326
15002,562,326
15003,590,326
15004,618,326
15005,646,326
15006,674,326
15007,702,326
15008,730,326
15009,758,326
15010,786,326
15011,814,326
15012,842,326
15013,870,326
15014,898,326
15015,926,326
15016,954,326
15017,982,326
15020,1010,326
15021,1038,326
15024,1066,326
15025,1094,326
15026,1122,326
15027,1150,326
15028,1178,326
15029,2,362
15030,30,362
15031,58,362
15032,86,362
15033,114,362
15034,142,362
15035,170,362
15036,198,362
15037,226,362
15038,254,362
15039,282,362
15040,310,362
15041,338,362
15042,366,362
15043,394,362
15044,422,362
15045,450,362
15046,478,362
15047,506,362
15048,534,362
15050,562,362
15051,590,362
15052,618,362
15053,646,362
15054,674,362
15055,702,362
15056,730,362
15057,758,362
15058,786,362
15059,814,362
15060,842,362
15061,870,362
15062,898,362
15063,926,362
15064,954,362
15065,982,362
15075,1010,362
15076,1038,362
15077,1066,362
15078,1094,362
15080,1122,362
15082,1150,362
15085,1178,362
15100,2,398
15103,30,398
15501,58,398
15502,86,398
15503,114,398
15504,142,398
15505,170,398
15506,198,398
15507,226,398
15508,254,398
15509,282,398
15510,310,398
15511,338,398
15512,366,398
15513,394,398
15514,422,398
15515,450,398
15516,478,398
15517,506,398
15518,534,398
15519,562,398
15520,590,398
15521,618,398
15522,646,398
15523,674,398
15524,702,398
15525,730,398
15526,758,398
15527,786,398
15528,814,398
15529,842,398
15530,870,398
15531,898,398
15532,926,398
15533,954,398
15534,982,398
15535,1010,398
15536,1038,398
15537,1066,398
15538,1094,398
15539,1122,398
15542,1150,398
15544,1178,398
15545,2,434
15548,30,434
15549,58,434
15550,86,434
15551,114,434
15552,142,434
15553,170,434
15554,198,434
15555,226,434
15556,254,434
15557,282,434
15558,310,434
15559,338,434
15560,366,434
15561,394,434
15562,422,434
15563,450,434
15564,478,434
15565,506,434
15566,534,434
15567,562,434
15569,590,434
15571,618,434
15572,646,434
15573,674,434
15574,702,434
15575,730,434
15576,758,434
15577,786,434
15578,814,434
15579,842,434
15580,870,434
15581,898,434
15582,926,434
15583,954,434
15584,982,434
15585,1010,434
15586,1038,434
15587,1066,434
15588,1094,434
15589,1122,434
15590,1150,434
15591,1178,434
15592,2,470
15593,30,470
15594,58,470
15595,86,470
15596,114,470
15597,142,470
15598,170,470
15599,198,470
15600,226,470
15601,254,470
15602,282,470
15603,310,470
15604,338,470
15605,366,470
15606,394,470
15607,422,470
15608,450,470
15609,478,470
15611,506,470
15615,534,470
15616,562,470
15617,590,470
15618,618,470
15619,646,470
15620,674,470
15621,702,470
15622,730,470
15623,758,470
15624,786,470
15625,814,470
15626,842,470
15627,870,470
15628,898,470
15629,926,470
15631,954,470
15632,982,470
15633,1010,470
15634,1038,470
15635,1066,470
15636,1094,470
15637,1122,470
15638,1150,470
15639,1178,470
15640,2,506
15641,30,506
15642,58,506
15643,86,506
15644,114,506
15645,142,506
15646,170,506
15647,198,506
15648,226,506
15649,254,506
15650,282,506
15651,310,506
15652,338,506
15653,366,506
15654,394,506
15655,422,506
15656,450,506
15657,478,506
15658,506,506
15659,534,506
15660,562,506
15661,590,506
15662,618,506
15663,646,506
15664,674,506
15665,702,506
15666,730,506
15667,758,506
15668,786,506
15669,814,506
15670,842,506
15671,870,506
15672,898,506
15673,926,506
15674,954,506
15675,982,506
15676,1010,506
15677,1038,506
15678,1066,506
15679,1094,506
15680,1122,506
15681,1150,506
15682,1178,506
15683,2,542
15684,30,542
15685,58,542
15686,86,542
15687,114,542
15688,142,542
15689,170,542
15690,198,542
15691,226,542
15693,254,542
15694,282,542
15695,310,542
15696,338,542
15697,366,542
15698,394,542
15699,422,542
15700,450,542
15701,478,542
15702,506,542
15703,534,542
15704,562,542
15705,590,542
15706,618,542
15707,646,542
15708,674,542
15709,702,542
15710,730,542
15711,758,542
15712,786,542
15713,814,542
15714,842,542
15715,870,542
15716,898,542
15717,926,542
15718,954,542
15719,982,542
15720,1010,542
15721,1038,542
